,lead_time,avg_price_per_room,Y_pred,Y_test
31622,68,60.0,0,0
21790,24,104.61,0,0
1469,34,194.85,0,1
24967,20,115.6,0,0
12370,59,75.0,0,0
28823,9,89.0,0,0
9730,213,130.0,1,1
1323,27,108.0,0,0
26043,145,184.95,1,0
4700,118,110.0,0,0
13066,7,79.0,0,0
11059,5,116.0,0,1
8497,0,152.0,0,0
9828,4,65.0,0,0
17805,19,174.5,0,1
22929,57,74.8,0,1
18455,29,78.2,0,1
12373,68,90.95,0,0
12427,102,189.3,0,0
9102,164,100.0,1,0
27403,30,96.3,0,0
16451,1,111.0,0,0
29154,279,110.0,1,1
22921,256,103.7,1,1
2572,0,89.0,0,0
30786,3,89.0,0,1
11297,301,90.0,1,0
32379,6,77.25,0,0
28994,33,140.4,0,1
9776,257,101.5,1,1
13699,0,66.13,0,0
1807,24,187.0,0,0
17777,64,130.0,0,0
12874,87,112.01,0,0
9280,31,72.8,0,0
5645,74,101.5,0,0
19618,56,177.3,0,0
25507,24,80.85,0,0
29405,190,59.16,1,0
20252,20,79.0,0,0
21471,206,106.0,1,1
12139,43,121.0,0,0
13978,72,135.9,0,0
23125,3,79.0,0,0
24808,3,177.5,0,0
32850,64,67.0,0,0
8475,1,80.0,0,0
9905,161,80.0,0,0
28394,87,131.4,0,0
9243,254,90.95,1,1
10104,3,122.0,0,0
22607,27,80.75,0,0
30716,7,164.0,0,0
29924,1,66.7,0,0
6584,117,94.5,0,1
13062,16,92.85,0,0
14876,132,179.0,0,0
2288,281,108.8,1,1
25588,104,143.1,0,1
3982,157,90.0,0,0
15464,179,66.76,1,0
16913,8,149.0,0,0
13086,5,0.0,0,0
24820,187,105.3,1,1
23744,118,110.0,0,0
31757,92,81.9,0,1
13574,145,69.56,0,0
31128,5,152.0,0,0
12602,80,160.0,0,0
23896,275,90.0,1,1
19864,32,85.0,0,0
31486,3,130.0,0,0
14282,39,80.1,0,1
2767,86,140.4,0,1
13924,301,115.0,1,1
12111,69,76.5,0,1
22478,111,80.24,0,0
34268,138,109.25,0,0
926,28,126.0,0,1
22348,104,114.0,0,1
8106,6,58.0,0,0
10869,59,71.1,0,0
35896,190,109.25,1,1
19766,37,95.0,0,0
35614,36,81.62,0,0
13003,24,139.0,0,0
25636,63,130.0,0,1
11377,2,147.0,0,0
11762,99,101.5,0,0
32642,275,110.0,1,1
26124,43,79.48,0,0
35345,69,120.0,0,1
6297,30,144.0,0,0
19294,180,120.0,1,1
28214,71,120.0,0,0
22290,51,96.9,0,0
20668,19,132.89,0,0
15531,55,159.3,0,1
10048,52,103.7,0,0
18873,52,109.65,0,1
33450,129,99.45,0,0
34336,51,154.88,0,0
16210,68,137.7,0,0
23483,302,100.0,1,1
13175,205,92.01,1,0
680,0,69.74,0,0
29862,32,135.9,0,0
7229,142,79.2,0,0
25040,149,99.45,0,0
2154,246,81.77,1,1
24563,20,151.0,0,0
11801,16,137.0,0,0
30186,93,80.75,0,0
25486,1,84.0,0,0
19764,19,60.83,0,0
9329,195,90.9,1,1
32427,10,118.0,0,1
14850,26,120.12,0,0
23881,145,90.95,0,0
14414,38,199.3,0,0
24107,173,105.3,1,1
14701,2,103.0,0,1
7495,119,146.7,0,0
1790,13,131.89,0,0
30512,1,198.77,0,0
11493,4,90.0,0,1
29242,5,80.0,0,0
36122,27,141.0,0,1
8270,7,85.0,0,0
27866,314,75.0,1,1
23294,0,143.5,0,0
32273,84,106.25,0,1
26661,136,107.95,0,1
33291,23,173.5,0,0
3160,1,77.0,0,0
27472,320,115.0,1,1
35801,301,115.0,1,1
12572,245,80.75,1,0
36079,0,77.5,0,0
32037,47,126.9,0,0
25463,12,12.0,0,0
34791,60,101.99,0,0
15870,24,85.0,0,0
8770,45,152.1,0,0
5933,2,108.0,0,0
14832,117,108.0,0,0
7972,34,103.5,0,0
6333,103,115.0,0,1
31814,85,106.54,0,0
19627,18,111.75,0,0
30307,2,81.75,0,0
2518,4,95.0,0,0
10763,2,86.0,0,0
468,1,168.0,0,0
3346,66,120.6,0,0
4594,0,136.44,0,0
25261,118,110.0,0,0
28050,192,102.0,1,1
13570,47,156.6,0,0
13522,77,89.25,0,0
16186,174,105.3,1,1
2535,90,126.9,0,0
16718,0,95.0,0,0
15514,28,105.8,0,1
4858,72,137.7,0,0
12470,251,81.5,1,1
7673,0,135.0,0,0
21746,109,66.49,0,0
28609,265,115.0,1,1
3993,6,149.0,0,0
32516,14,100.0,0,0
1148,47,120.0,0,0
29842,12,72.0,0,0
21707,8,126.67,0,1
18975,129,126.9,0,1
35398,65,156.61,0,0
33004,21,210.0,0,0
11292,0,85.0,0,1
1031,36,60.0,0,0
6607,31,65.0,0,0
32817,140,72.25,0,0
22982,161,87.13,1,0
105,8,64.0,0,0
22684,36,112.59,0,0
7262,36,149.4,0,0
31957,270,62.8,1,1
32742,124,72.25,0,0
26741,152,134.3,1,0
26090,167,60.0,0,0
23452,94,134.1,0,1
33395,70,80.75,0,1
19546,71,95.0,0,0
4584,1,89.0,0,0
5257,0,130.9,0,0
21680,14,141.0,0,0
25485,5,135.0,0,0
1934,38,118.0,0,0
2934,74,126.9,0,0
13715,2,65.0,0,0
10552,36,107.1,0,1
21272,34,85.0,0,0
1235,193,93.09,1,1
20240,2,79.0,0,0
22456,115,60.0,0,1
2870,103,115.0,0,1
25234,4,75.51,0,0
25248,79,109.8,0,0
20540,67,99.45,0,0
29370,14,47.78,0,0
35459,25,133.0,0,1
25494,49,91.44,0,1
15398,11,0.0,0,0
259,111,189.0,0,0
18332,3,120.0,0,1
9076,62,75.0,0,0
18796,31,94.0,0,0
8378,355,87.31,1,1
11733,61,92.28,0,1
9312,27,108.0,0,0
30027,44,95.0,0,0
13777,47,72.76,0,0
8019,27,108.0,0,0
28697,13,131.97,0,0
34713,1,137.0,0,0
7383,86,100.0,0,1
33854,282,76.67,1,0
15631,99,65.0,0,1
13145,131,108.0,0,1
25241,63,168.3,0,1
21262,247,115.0,1,1
22984,107,76.5,0,0
22973,101,80.0,0,1
22405,7,144.0,0,0
12753,32,73.0,0,0
18643,56,185.0,0,0
24185,12,108.0,0,0
6516,15,139.0,0,0
501,18,145.0,0,0
5534,245,110.0,1,1
8584,20,119.0,0,0
12864,42,143.1,0,0
5513,9,87.0,0,0
19707,20,89.0,0,1
8974,82,80.75,0,0
27210,94,80.75,0,0
3912,77,109.93,0,0
32551,1,114.0,0,0
14071,43,116.1,0,0
15483,139,85.5,0,1
10111,30,88.9,0,0
25564,31,80.3,0,0
34381,56,185.0,0,0
16409,46,125.55,0,1
28163,153,90.46,0,1
32001,79,126.0,0,0
29532,0,89.0,0,0
9456,98,119.85,0,0
21238,26,145.0,0,0
16125,188,105.3,1,1
251,43,58.4,0,0
7644,315,52.0,1,0
12985,45,177.3,0,0
16272,39,137.7,0,0
35769,17,139.0,0,1
25433,3,0.0,0,0
6245,55,104.0,0,0
31287,320,115.0,1,1
9520,1,120.0,0,0
15954,127,55.9,0,0
15547,133,123.25,0,1
3862,43,140.4,0,0
13179,11,83.58,0,0
3351,101,85.28,0,0
24654,26,89.0,0,0
32068,9,65.0,0,0
12230,219,84.0,1,0
19367,213,130.0,1,1
34594,57,85.5,0,0
30380,1,60.0,0,1
23184,81,131.4,0,1
19099,335,80.0,1,0
33841,222,168.3,1,1
3031,25,80.08,0,0
14184,16,103.0,0,0
24881,231,81.82,1,1
3309,10,120.35,0,0
9878,50,177.3,0,0
31610,210,72.25,1,0
14607,6,136.0,0,0
18874,17,139.0,0,0
12134,22,65.75,0,0
883,11,93.8,0,0
13087,291,115.0,1,1
27945,84,96.3,0,0
26851,273,95.0,1,1
687,6,78.69,0,1
321,51,65.0,0,0
26540,21,115.55,0,0
13035,155,135.9,1,1
19500,113,68.3,0,0
28876,1,68.0,0,0
7515,205,137.7,1,1
7023,13,95.0,0,0
18899,191,96.3,1,1
22829,185,103.5,1,0
8173,55,144.0,0,0
1735,54,49.43,0,0
27116,52,186.3,0,0
24243,71,80.0,0,0
8837,237,107.53,1,1
33791,265,90.0,1,0
29208,142,83.78,0,0
3375,10,164.0,0,0
8825,263,110.0,1,1
9565,17,144.84,0,0
18791,4,101.0,0,0
31050,188,130.0,1,1
29860,28,90.25,0,0
17213,335,80.0,1,0
6301,199,127.62,1,1
14221,228,118.9,1,1
22641,85,82.45,0,0
3801,18,191.0,0,0
17122,13,88.4,0,0
11701,108,85.85,0,1
5602,1,170.0,0,0
32424,36,126.9,0,0
2129,18,79.0,0,1
13154,23,99.0,0,1
20393,161,130.0,1,1
825,2,75.0,0,0
21808,41,123.5,0,0
10367,5,151.94,0,1
31494,23,50.0,0,0
34658,207,161.67,1,0
26295,14,135.0,0,0
13932,46,67.5,0,0
1226,258,106.2,1,1
4083,102,87.0,0,0
33653,40,96.0,0,0
22160,5,191.0,0,0
17778,31,71.0,0,1
26823,103,61.5,0,0
29664,68,108.38,0,1
10195,16,55.0,0,0
20146,32,112.59,0,1
32638,14,100.0,0,0
7703,64,130.0,0,0
8346,418,107.0,1,1
7074,9,99.0,0,0
15550,14,110.8,0,0
20513,237,87.67,1,0
24468,302,100.0,1,1
23659,309,101.0,1,1
34062,207,108.9,1,0
16270,156,115.25,1,1
22633,103,126.72,0,1
30195,32,73.0,0,0
3980,54,208.41,0,1
15506,158,107.1,1,1
21240,6,137.0,0,1
18466,17,178.0,0,0
3782,2,98.0,0,0
5007,37,94.5,0,0
1987,35,179.01,0,1
26983,443,65.0,1,1
6284,52,125.99,0,1
5384,13,73.0,0,0
11525,338,90.67,1,0
31032,4,95.0,0,0
1309,43,146.33,0,0
395,25,152.1,0,1
26778,117,105.3,0,1
12818,148,96.9,0,0
26779,56,82.0,0,0
17921,69,110.5,0,0
7242,101,103.5,0,1
30937,180,49.74,0,1
6624,93,115.0,0,1
12178,0,109.0,0,0
14555,128,105.4,0,0
25441,89,137.7,0,1
29541,2,122.0,0,0
11891,4,75.0,0,0
14306,48,140.4,0,0
17135,10,173.0,0,0
25823,89,132.6,0,0
33258,88,108.0,0,0
16755,198,159.3,1,0
33197,32,152.1,0,1
11225,160,97.75,1,1
20095,48,80.0,0,0
35355,1,92.0,0,0
16311,20,131.35,0,0
20360,36,72.07,0,0
19564,44,85.0,0,0
28353,323,112.0,1,1
10317,275,62.8,1,1
7234,25,129.0,0,0
18245,238,95.63,1,0
10463,188,86.75,1,1
12624,33,126.9,0,1
32698,9,12.0,0,0
34140,89,105.3,0,0
5070,36,86.63,0,0
19798,195,72.0,1,0
24537,12,130.0,0,0
6393,143,106.75,0,0
36159,131,94.5,0,0
1059,78,105.0,0,0
892,114,140.4,0,1
29095,0,95.0,0,0
4270,11,151.0,0,1
2024,25,139.0,0,1
28222,88,54.09,0,0
21524,36,116.1,0,0
15736,193,95.2,1,1
11382,68,130.9,0,0
14576,169,106.0,1,1
10315,7,145.0,0,0
13201,29,85.0,0,0
8004,56,120.0,0,0
29132,15,81.0,0,0
33537,166,0.0,0,0
2365,1,120.0,0,0
10982,63,135.9,0,0
32949,7,137.0,0,0
19286,38,116.65,0,0
11620,0,65.0,0,0
765,0,118.8,0,1
23149,7,101.0,0,1
27376,35,248.49,0,0
27769,386,115.0,1,1
23091,33,59.0,0,0
18018,14,110.8,0,0
31672,69,108.53,0,0
25722,213,130.0,1,1
23339,162,130.05,1,1
29387,86,108.0,0,0
12218,1,119.0,0,0
25002,160,129.0,1,1
28900,6,103.64,0,1
27186,298,93.0,1,0
6348,13,119.0,0,0
26875,2,106.0,0,0
3327,36,71.0,0,0
34811,274,107.0,1,1
23425,60,93.6,0,0
18728,36,96.9,0,0
25593,110,94.5,0,1
23343,120,94.5,0,0
13548,41,66.29,0,0
3688,10,52.36,0,0
15902,17,87.0,0,0
31902,1,85.0,0,0
13621,113,116.1,0,0
5241,7,0.0,0,0
33518,37,103.5,0,0
22239,111,120.0,0,1
10289,192,95.0,1,0
15112,31,84.03,0,0
23578,54,139.5,0,0
1839,54,95.0,0,0
25167,74,126.0,0,0
4823,184,69.9,1,1
14286,377,115.0,1,1
21533,19,140.0,0,0
29895,154,124.8,1,1
13907,257,101.5,1,1
34168,7,117.04,0,0
7618,39,121.5,0,1
13563,19,130.0,0,0
34942,71,85.5,0,0
9686,60,112.95,0,0
34123,12,75.0,0,0
6803,66,135.0,0,0
13656,88,104.4,0,0
13108,194,111.11,1,1
21549,62,67.0,0,0
7831,79,134.55,0,0
29054,115,64.75,0,1
18660,114,41.43,0,0
31674,155,130.5,1,1
18553,292,115.0,1,1
5456,70,59.5,0,0
2196,90,74.8,0,0
12661,189,90.95,1,0
12386,63,90.06,0,0
28406,211,100.0,1,1
32798,2,65.0,0,0
17189,15,236.14,0,1
21086,51,88.0,0,1
22938,116,138.55,0,0
19252,35,113.4,0,0
12090,35,119.0,0,0
20819,143,126.9,0,0
695,257,101.5,1,1
9800,14,79.0,0,0
1376,74,101.5,0,0
35605,256,90.95,1,1
23838,137,96.3,0,0
4692,47,139.95,0,0
14268,2,85.0,0,0
31684,83,140.4,0,1
20171,184,125.1,1,1
30828,35,67.5,0,1
3043,47,108.0,0,0
16449,3,105.0,0,0
28890,165,118.8,1,1
1167,22,240.0,0,0
22571,24,150.0,0,0
27982,51,110.0,0,1
2985,164,100.0,1,0
19041,291,115.0,1,1
11073,205,90.0,1,1
12754,76,142.2,0,0
34154,208,96.3,1,1
14909,12,85.0,0,1
2708,18,107.65,0,0
14602,3,153.0,0,1
25696,22,80.3,0,0
35945,24,108.5,0,0
14318,8,158.0,0,0
11703,27,115.0,0,0
28961,237,80.75,1,1
33452,0,95.0,0,0
27291,82,149.4,0,1
29749,1,106.2,0,0
23549,166,96.3,1,0
7416,56,207.9,0,0
24454,178,221.0,1,1
10071,94,72.25,0,1
30443,173,65.49,0,0
21455,0,106.0,0,0
6108,2,60.83,0,0
30537,47,125.1,0,0
6654,75,69.53,0,0
2322,18,150.5,0,0
12729,267,95.0,1,1
2598,96,94.5,0,0
8608,137,132.3,0,0
26989,56,120.0,0,0
35354,229,85.5,1,1
7007,260,73.95,1,1
26168,194,130.05,1,1
14460,113,72.25,0,0
10648,180,120.0,1,1
18659,2,89.89,0,0
17825,245,75.0,1,1
11987,6,176.0,0,0
2589,213,123.25,1,1
15848,96,114.3,0,0
14087,157,72.25,0,0
4758,1,117.0,0,0
2618,24,128.0,0,0
26279,51,75.0,0,0
25703,97,143.14,0,0
23533,29,84.67,0,0
18447,143,129.6,0,1
21690,3,110.0,0,0
13081,263,110.0,1,1
18545,163,100.0,1,1
19731,137,118.8,0,0
26067,70,149.4,0,1
23984,1,60.0,0,1
12582,17,95.0,0,1
2822,30,140.0,0,0
14849,36,214.76,0,0
6788,49,161.1,0,0
8017,4,78.0,0,0
10693,5,62.8,0,0
20196,47,99.9,0,1
15045,45,135.9,0,0
15882,209,98.1,1,1
33949,28,130.33,0,1
22086,3,87.7,0,0
1472,3,65.0,0,0
28257,118,110.8,0,1
10121,304,89.0,1,1
14899,10,195.0,0,0
24775,112,137.7,0,0
29104,250,96.3,1,1
25866,47,71.1,0,0
8374,133,88.5,0,1
4378,303,78.0,1,0
2319,17,135.0,0,0
8411,39,109.0,0,0
11115,23,109.0,0,0
15895,172,82.45,1,0
34290,0,79.0,0,0
29202,209,106.25,1,1
7043,7,125.8,0,0
2647,46,67.5,0,1
29561,17,135.0,0,0
28891,4,77.0,0,0
31266,47,95.48,0,0
14083,29,104.73,0,1
26499,87,150.3,0,1
3056,12,97.02,0,0
34686,48,93.5,0,0
19349,155,115.68,1,1
8479,25,127.67,0,1
2192,0,80.0,0,0
28921,26,171.0,0,1
27142,6,93.0,0,1
5589,199,106.2,1,1
30330,8,81.0,0,0
31220,19,58.45,0,0
1606,32,54.71,0,0
34394,9,79.0,0,0
2944,5,12.0,0,0
20463,1,139.5,0,0
8954,44,2.0,0,0
31839,24,80.0,0,0
21657,225,70.55,1,0
1041,9,149.0,0,1
27438,135,55.08,0,1
7138,113,85.0,0,1
4587,0,99.0,0,0
15355,69,150.3,0,1
31280,89,183.3,0,1
35363,168,116.55,1,1
9567,135,127.8,0,0
34914,90,130.5,0,0
23468,102,109.0,0,0
19212,172,114.75,1,1
5704,245,110.0,1,1
5420,67,72.25,0,0
31167,279,110.0,1,1
34343,2,91.0,0,0
23748,268,95.4,1,1
7501,11,87.0,0,0
18464,283,111.3,1,1
34387,13,85.0,0,0
31000,3,77.77,0,0
28518,0,66.0,0,0
32232,232,167.95,1,1
5762,55,142.2,0,0
33268,178,127.62,1,1
30881,0,106.0,0,0
30774,87,112.03,0,0
11982,108,190.8,0,0
22428,7,97.0,0,0
18801,65,88.0,0,0
32227,132,72.25,0,0
27237,2,104.0,0,0
3503,42,100.5,0,0
11447,33,85.5,0,0
4533,81,85.5,0,1
33126,27,141.0,0,1
25418,51,107.1,0,1
29063,134,101.18,0,0
23418,184,98.1,1,1
12682,4,111.0,0,0
9524,10,110.08,0,0
24705,270,62.8,1,1
5663,65,149.4,0,0
11046,349,96.67,1,1
21122,121,97.54,0,1
2874,210,87.18,1,0
2886,61,88.0,0,0
11009,188,130.0,1,1
23912,19,91.0,0,0
33408,8,84.0,0,0
34254,7,92.4,0,0
1191,146,95.0,0,1
34831,96,94.5,0,0
28731,37,138.15,0,0
20806,20,122.6,0,0
2198,268,105.25,1,1
1450,7,138.0,0,1
958,8,107.0,0,0
2418,235,119.85,1,1
19910,52,94.5,0,1
15943,1,89.0,0,0
11960,11,65.0,0,0
18346,0,65.0,0,0
6907,28,84.3,0,0
6738,14,185.2,0,0
22082,9,98.64,0,0
24379,149,178.67,1,1
35223,66,149.4,0,0
11243,47,109.8,0,0
14584,36,96.3,0,0
9371,386,115.0,1,1
8513,83,93.6,0,1
25303,160,137.7,1,1
7398,132,105.3,0,0
855,69,102.6,0,0
23716,38,107.1,0,1
26311,1,0.0,0,0
35900,78,158.4,0,0
3681,40,98.1,0,0
13521,138,105.28,0,0
26471,89,63.75,0,0
3202,3,86.35,0,0
24266,58,123.3,0,0
22699,184,90.9,1,0
20328,55,149.4,0,1
8390,21,85.0,0,0
10716,78,154.7,0,0
27340,228,102.85,1,1
4198,121,116.1,0,0
9763,275,62.8,1,1
20184,114,135.9,0,0
16959,173,80.75,1,1
2295,29,75.95,0,0
7721,107,80.75,0,1
1649,45,159.3,0,1
23073,16,0.0,0,0
2042,43,90.9,0,0
34558,267,128.7,1,1
7663,42,129.95,0,1
9147,82,81.9,0,0
8369,55,106.24,0,0
31987,1,135.0,0,0
25875,102,87.0,0,0
2321,0,44.0,0,0
31958,18,157.0,0,0
10119,16,111.35,0,0
5835,32,85.0,0,0
9712,184,94.5,1,1
20243,0,95.67,0,0
35602,36,100.95,0,0
31782,194,102.85,1,1
4733,82,76.5,0,1
4901,13,96.0,0,0
12656,175,93.5,1,0
29999,7,126.0,0,0
19825,2,95.0,0,0
18110,50,97.2,0,0
5676,4,120.0,0,0
1131,49,75.95,0,0
15838,81,146.6,0,0
10083,1,111.65,0,0
26698,59,168.3,0,1
26589,301,52.0,1,1
23185,73,62.29,0,0
21445,219,92.65,1,1
8155,46,107.1,0,0
34074,96,57.6,0,0
34434,5,187.0,0,0
23669,17,82.0,0,0
26443,5,166.5,0,1
10370,30,140.0,0,0
12620,35,88.4,0,0
15522,56,82.45,0,1
20615,101,96.3,0,1
10923,39,101.5,0,0
31385,28,74.8,0,0
12825,0,0.0,0,0
1275,43,20.0,0,0
33829,1,138.0,0,0
30461,191,137.7,1,1
7525,58,54.05,0,0
11068,52,159.3,0,0
17306,31,89.1,0,1
15107,0,82.45,0,0
2206,0,0.0,0,0
30736,9,92.0,0,1
31182,71,98.0,0,0
2286,294,70.55,1,1
25220,9,87.0,0,0
5783,16,75.0,0,0
30429,126,139.88,0,1
20503,74,101.5,0,0
22030,185,79.2,1,1
9597,254,98.25,1,1
20947,285,95.4,1,1
12027,18,0.0,0,0
7712,35,135.9,0,0
33172,2,145.0,0,0
3657,135,162.0,0,0
32750,53,135.9,0,0
24849,83,112.2,0,0
7649,54,92.0,0,0
24016,56,60.0,0,0
33585,202,90.0,1,1
26750,35,109.8,0,1
15147,195,140.25,1,1
11072,22,140.0,0,0
8449,37,105.0,0,0
1646,273,109.0,1,1
30056,7,71.7,0,0
33639,86,81.86,0,0
15564,35,95.4,0,0
17249,1,211.0,0,1
4445,52,79.2,0,0
35053,6,65.0,0,0
10664,304,89.0,1,1
26394,11,189.0,0,1
5089,237,134.73,1,1
24422,99,80.0,0,1
22029,98,126.9,0,0
18446,73,72.12,0,1
22482,1,6.0,0,0
1360,26,147.0,0,1
21752,91,135.9,0,1
18265,147,103.7,0,0
10821,41,98.55,0,0
9684,0,0.0,0,0
35984,21,145.0,0,0
13712,39,109.0,0,0
28995,240,253.1,1,1
305,19,130.0,0,0
8922,23,154.0,0,1
26103,10,91.38,0,0
5359,65,137.7,0,0
31027,32,73.0,0,0
29709,151,97.75,0,1
24527,118,96.3,0,1
17250,46,60.0,0,0
4589,151,95.82,0,1
20967,166,110.0,1,1
14730,180,108.9,1,1
8312,64,65.36,0,0
32851,253,115.2,1,1
21076,35,118.8,0,0
390,0,80.0,0,0
21039,4,97.0,0,0
29073,28,84.65,0,0
4365,1,109.0,0,0
7237,71,88.83,0,0
29130,180,98.1,1,0
24217,2,120.0,0,0
22415,204,59.07,1,1
23135,86,95.2,0,0
236,117,105.84,0,1
19753,116,129.6,0,0
24747,166,110.0,1,1
5390,17,87.5,0,1
14340,2,78.52,0,0
21209,9,148.0,0,0
22745,160,114.5,1,1
10922,10,52.0,0,0
16242,4,90.0,0,0
28917,164,100.0,1,0
31911,15,84.0,0,0
33601,233,90.0,1,1
31237,85,85.0,0,0
6304,7,144.0,0,0
14867,8,116.67,0,0
15580,122,68.0,0,0
6422,178,88.77,1,1
32320,46,156.6,0,0
10857,4,98.1,0,1
29931,177,125.1,1,1
6328,206,90.95,1,1
7863,209,105.3,1,1
3661,2,120.0,0,0
9906,15,177.0,0,1
19161,7,107.0,0,0
23084,36,0.0,0,0
18498,16,87.3,0,0
18383,13,79.0,0,0
16485,239,96.3,1,1
31855,73,105.9,0,0
33702,4,59.0,0,0
21783,273,95.0,1,1
10695,94,110.75,0,0
26685,57,75.33,0,0
20403,34,224.67,0,1
7233,59,117.0,0,0
6381,35,135.9,0,0
33587,323,70.0,1,1
15844,282,115.6,1,0
10498,128,79.2,0,1
20137,63,130.0,0,0
15108,0,109.0,0,0
6606,5,96.0,0,0
7021,7,0.0,0,0
9977,32,126.9,0,1
21003,103,149.4,0,1
1638,32,87.78,0,0
1982,4,233.33,0,1
2326,142,76.5,0,0
4173,29,154.5,0,1
17641,4,139.0,0,0
16781,48,104.0,0,0
10679,124,94.5,0,1
33125,62,144.0,0,0
6300,106,102.39,0,1
25763,76,131.26,0,0
31497,1,120.0,0,0
27360,213,130.0,1,1
34736,113,151.2,0,0
22270,129,62.0,0,0
9096,44,60.0,0,0
29977,17,79.0,0,0
30277,169,99.45,1,0
32252,36,159.0,0,1
6237,39,122.4,0,0
11263,20,75.0,0,0
32994,37,118.1,0,0
19822,336,78.0,1,0
24312,56,58.0,0,0
14785,71,127.0,0,0
1625,1,141.0,0,0
9062,7,70.0,0,0
33985,60,106.2,0,0
18837,418,75.0,1,1
8907,190,95.0,1,0
32085,14,204.75,0,1
3919,265,100.3,1,1
15938,60,84.45,0,0
30270,86,65.0,0,0
6214,183,110.0,1,1
27561,6,68.67,0,0
2144,6,65.0,0,0
19498,4,93.17,0,0
3166,2,163.0,0,0
20775,79,183.6,0,1
25693,304,89.0,1,1
17764,191,132.0,1,1
7848,38,73.1,0,0
24922,2,91.0,0,0
16732,7,156.0,0,1
30768,55,104.0,0,0
14691,50,78.3,0,1
1287,381,78.55,1,1
33718,130,79.2,0,1
11090,68,65.0,0,0
2735,44,75.0,0,0
7215,124,114.3,0,0
16711,93,76.5,0,1
25809,304,89.0,1,1
18263,49,76.5,0,0
21558,46,129.6,0,0
6382,60,75.0,0,1
32437,3,67.0,0,0
29712,58,80.0,0,0
31731,20,104.0,0,0
13310,53,75.0,0,0
12190,90,123.08,0,0
18680,4,68.0,0,0
26132,11,122.67,0,0
16744,95,80.75,0,0
35449,212,90.95,1,1
4704,85,151.2,0,0
33595,0,75.0,0,0
13748,109,131.4,0,0
12392,11,76.29,0,0
33252,145,153.0,1,1
28337,273,109.0,1,1
16821,91,185.85,0,1
6521,70,79.5,0,0
28845,31,76.23,0,0
28624,61,93.6,0,0
35093,136,170.36,0,1
9399,205,111.35,1,1
7850,6,97.0,0,0
5984,20,6.0,0,0
20273,159,65.0,0,0
10888,9,105.0,0,0
18964,11,140.0,0,0
27572,119,46.51,0,1
1094,100,73.95,0,0
25416,100,108.0,0,1
9768,2,0.0,0,0
4918,6,136.75,0,0
33259,292,90.0,1,0
9252,134,90.9,0,1
6688,60,65.0,0,0
28230,8,170.0,0,0
9114,3,126.67,0,0
12495,172,70.85,1,0
10828,115,109.65,0,1
5514,81,150.45,0,0
35424,29,144.68,0,0
33364,22,199.82,0,0
19893,39,68.61,0,0
25183,3,106.0,0,0
3842,133,117.3,0,0
29493,5,100.0,0,0
35240,25,139.0,0,1
14560,285,100.0,1,1
12289,0,85.86,0,0
8240,87,95.0,0,0
19322,67,81.9,0,0
4884,0,0.0,0,0
15227,21,91.25,0,1
10144,0,115.0,0,0
25059,103,115.0,0,1
1329,111,82.45,0,0
24398,85,165.3,0,0
23995,26,119.0,0,0
29853,111,120.0,0,1
29388,49,142.2,0,1
24216,43,86.75,0,1
14211,15,106.33,0,1
28108,7,0.0,0,0
17823,157,92.65,0,0
29992,6,69.5,0,0
15579,24,72.8,0,1
36072,90,130.5,0,0
1144,116,90.0,0,0
2203,166,102.6,1,1
26172,4,124.0,0,0
9131,29,64.8,0,0
19361,171,137.7,1,1
19732,76,82.45,0,0
25048,32,73.0,0,0
33167,5,254.0,0,1
28860,45,106.2,0,0
7876,166,110.0,1,1
31240,1,98.1,0,0
20306,113,100.0,0,1
17346,1,133.0,0,0
35777,44,60.0,0,0
23661,52,149.4,0,0
33826,68,151.2,0,0
5581,0,149.0,0,0
4259,114,75.0,0,1
3905,41,75.0,0,0
33425,55,104.0,0,0
6832,4,88.0,0,1
21001,276,95.67,1,0
32323,302,100.0,1,1
28882,178,112.5,1,1
36165,2,79.0,0,0
9831,61,68.85,0,1
31090,14,73.0,0,0
30675,52,207.9,0,1
31976,78,114.9,0,0
13251,63,71.0,0,0
16085,37,131.4,0,1
26985,20,116.0,0,0
30569,38,61.07,0,0
8126,71,120.0,0,0
18062,1,79.0,0,0
29650,9,89.0,0,0
25454,193,86.5,1,1
35169,268,78.0,1,1
35586,53,107.1,0,0
9665,4,111.2,0,0
18326,73,135.9,0,0
27286,96,99.45,0,0
27804,258,110.0,1,1
30782,5,162.0,0,1
15744,3,80.0,0,1
3766,58,189.0,0,0
22487,37,69.5,0,0
480,188,130.0,1,1
22076,98,93.6,0,0
3584,113,92.94,0,0
18216,0,65.0,0,1
25175,197,128.7,1,1
11387,37,75.0,0,0
12555,200,161.1,1,1
14547,53,116.1,0,0
24865,443,60.0,1,1
15745,230,119.85,1,1
3939,352,73.74,1,1
7807,112,99.95,0,0
11873,98,91.5,0,1
25919,12,107.0,0,0
19391,138,94.5,0,1
17762,1,139.0,0,0
13755,110,114.3,0,0
32896,267,115.2,1,1
14776,295,79.5,1,1
23964,47,99.9,0,1
21880,11,67.0,0,0
4314,71,120.0,0,0
22010,25,81.86,0,1
6435,52,126.9,0,1
27280,159,94.5,1,1
13155,112,104.5,0,0
27512,80,89.25,0,0
36030,71,120.0,0,0
33077,91,140.4,0,1
23953,156,103.5,1,1
14690,8,126.0,0,0
34616,175,112.63,1,1
4055,18,81.0,0,0
19970,38,79.0,0,1
